"Public Food Key","Classification","Food Name","Energy with dietary fibre, equated  (kJ)","Energy, without dietary fibre, equated  (kJ)","Moisture (water)  (g)","Protein  (g)","Nitrogen  (g)","Fat, total  (g)","Ash  (g)","Total dietary fibre  (g)","Alcohol  (g)","Fructose  (g)","Glucose  (g)","Sucrose (g)","Maltose  (g)","Lactose  (g)","Galactose  (g)","Maltotrios  (g)","Total sugars (g)","Added sugars (g)","Free sugars  (g)","Starch  (g)","Dextrin  (g)","Glycerol  (g)","Glycogen  (g)","Inulin  (g)","Erythritol  (g)","Maltitol  (g)","Mannitol  (g)","Xylitol  (g)","Maltodextrin (g)","Oligosaccharides   (g)","Polydextrose  (g)","Raffinose  (g)","Stachyose  (g)","Sorbitol  (g)","Resistant starch  (g)","Available carbohydrate, without sugar alcohols  (g)","Available carbohydrate, with sugar alcohols  (g)","Acetic acid  (g)","Citric acid  (g)","Fumaric acid  (g)","Lactic acid  (g)","Malic acid  (g)","Oxalic acid  (g)","Propionic acid  (g)","Quinic acid  (g)","Shikimic acid  (g)","Succinic acid  (g)","Tartaric acid  (g)","Aluminium (Al)  (ug)","Antimony (Sb)  (ug)","Arsenic (As)  (ug)","Cadmium (Cd)  (ug)","Calcium (Ca)  (mg)","Chromium (Cr)  (ug)","Chloride (Cl)  (mg)","Cobalt (Co)  (ug)","Copper (Cu)  (mg)","Fluoride (F)  (ug)","Iodine (I)  (ug)","Iron (Fe)  (mg)","Lead (Pb)  (ug)","Magnesium (Mg)  (mg)","Manganese (Mn)  (mg)","Mercury (Hg)  (ug)","Molybdenum (Mo)  (ug)","Nickel (Ni)  (ug)","Phosphorus (P)  (mg)","Potassium (K)  (mg)","Selenium (Se)  (ug)","Sodium (Na)  (mg)","Sulphur (S)  (mg)","Tin (Sn)  (ug)","Zinc (Zn)  (mg)","Retinol (preformed vitamin A)  (ug)","Alpha-carotene  (ug)","Beta-carotene  (ug)","Cryptoxanthin  (ug)","Beta-carotene equivalents (provitamin A)  (ug)","Vitamin A retinol equivalents  (ug)","Lutein  (ug)","Lycopene  (ug)","Xanthophyl  (ug)","Thiamin (B1)  (mg)","Riboflavin (B2)  (mg)","Niacin (B3)  (mg)","Niacin derived from tryptophan  (mg)","Niacin derived equivalents  (mg)","Pantothenic acid (B5)  (mg)","Pyridoxine (B6)  (mg)","Biotin (B7)  (ug)","Cobalamin (B12)  (ug)","Folate, natural  (ug)","Folic acid  (ug)","Total folates  (ug)","Dietary folate equivalents  (ug)","Vitamin C  (mg)","Cholecalciferol (D3)  (ug)","Ergocalciferol (D2)  (ug)","25-hydroxy cholecalciferol (25-OH D3)  (ug)","25-hydroxy ergocalciferol (25-OH D2)  (ug)","Vitamin D3 equivalents  (ug)","Alpha tocopherol  (mg)","Alpha tocotrienol  (mg)","Beta tocopherol  (mg)","Beta tocotrienol  (mg)","Delta tocopherol  (mg)","Delta tocotrienol  (mg)","Gamma tocopherol  (mg)","Gamma tocotrienol  (mg)","Vitamin E  (mg)","C4 (%T)","C6 (%T)","C8 (%T)","C10 (%T)","C11 (%T)","C12 (%T)","C13 (%T)","C14 (%T)","C15 (%T)","C16 (%T)","C17 (%T)","C18 (%T)","C19 (%T)","C20 (%T)","C21 (%T)","C22 (%T)","C23 (%T)","C24 (%T)","Total saturated fatty acids, equated (%T)","C10:1 (%T)","C12:1 (%T)","C14:1 (%T)","C15:1 (%T)","C16:1 (%T)","C17:1 (%T)","C18:1 (%T)","C18:1w5 (%T)","C18:1w6 (%T)","C18:1w7 (%T)","C18:1w9 (%T)","C20:1 (%T)","C20:1w9 (%T)","C20:1w13 (%T)","C20:1w11 (%T)","C22:1 (%T)","C22:1w9 (%T)","C22:1w11 (%T)","C24:1 (%T)","C24:1w9 (%T)","C24:1w11 (%T)","C24:1w13 (%T)","Total monounsaturated fatty acids, equated (%T)","C12:2 (%T)","C16:2w4 (%T)","C16:3 (%T)","C18:2w6 (%T)","C18:3w3 (%T)","C18:3w4 (%T)","C18:3w6 (%T)","C18:4w1 (%T)","C18:4w3 (%T)","C20:2 (%T)","C20:2w6 (%T)","C20:3 (%T)","C20:4 (%T)","C20:3w3 (%T)","C20:3w6 (%T)","C20:4w3 (%T)","C20:4w6 (%T)","C20:5w3 (%T)","C21:5w3 (%T)","C22:2 (%T)","C22:2w6 (%T)","C22:4w6 (%T)","C22:5w3 (%T)","C22:5w6 (%T)","C22:6w3 (%T)","Total polyunsaturated fatty acids, equated (%T)","Total long chain omega 3 fatty acids, equated  (%T)","Total undifferentiated fatty acids  (%T)","Total trans fatty acids, imputed  (%T)","C4 (g)","C6 (g)","C8 (g)","C10 (g)","C11 (g)","C12 (g)","C13 (g)","C14 (g)","C15 (g)","C16 (g)","C17 (g)","C18 (g)","C19 (g)","C20 (g)","C21 (g)","C22 (g)","C23 (g)","C24 (g)","Total saturated fatty acids, equated  (g)","C10:1 (g)","C12:1 (g)","C14:1 (g)","C15:1 (g)","C16:1 (g)","C17:1 (g)","C18:1 (g)","C18:1w5 (mg)","C18:1w6 (mg)","C18:1w7 (g)","C18:1w9 (mg)","C20:1 (g)","C20:1w9 (mg)","C20:1w13 (mg)","C20:1w11 (mg)","C22:1 (g)","C22:1w9 (mg)","C22:1w11 (mg)","C24:1 (g)","C24:1w9 (mg)","C24:1w11 (mg)","C24:1w13 (mg)","Total monounsaturated fatty acids, equated  (g)","C12:2 (g)","C16:2w4 (mg)","C16:3 (g)","C18:2w6 (g)","C18:3w3 (g)","C18:3w4 (g)","C18:3w6 (mg)","C18:4w1 (g)","C18:4w3 (mg)","C20:2 (mg)","C20:2w6 (mg)","C20:3 (mg)","C20:3w3 (mg)","C20:3w6 (mg)","C20:4 (g)","C20:4w3 (mg)","C20:4w6 (mg)","C20:5w3 (mg)","C21:5w3 (g)","C22:5w3 (mg)","C22:4w6 (mg)","C22:2 (g)","C22:2w6 (mg)","C22:5w6 (g)","C22:6w3 (mg)","Total polyunsaturated fatty acids, equated  (g)","Total long chain omega 3 fatty acids, equated  (mg)","Total undifferentiated fatty acids, mass basis basis  (mg)","Total trans fatty acids, imputed  (mg)","Caffeine  (mg)","Cholesterol  (mg)","Alanine  (mg/gN)","Arginine  (mg/gN)","Aspartic acid  (mg/gN)","Cystine plus cysteine  (mg/gN)","Glutamic acid  (mg/gN)","Glycine  (mg/gN)","Histidine  (mg/gN)","Isoleucine  (mg/gN)","Leucine  (mg/gN)","Lysine  (mg/gN)","Methionine  (mg/gN)","Phenylalanine  (mg/gN)","Proline  (mg/gN)","Serine  (mg/gN)","Threonine  (mg/gN)","Tyrosine  (mg/gN)","Tryptophan  (mg/gN)","Valine  (mg/gN)","Alanine  (mg)","Arginine  (mg)","Aspartic acid  (mg)","Cystine plus cysteine  (mg)","Glutamic acid  (mg)","Glycine  (mg)","Histidine  (mg)","Isoleucine  (mg)","Leucine  (mg)","Lysine  (mg)","Methionine  (mg)","Phenylalanine  (mg)","Proline  (mg)","Serine  (mg)","Threonine  (mg)","Tyrosine  (mg)","Tryptophan  (mg)","Valine  (mg)"
"F006118","31302","Nutmeg, dried, ground","2090","1924","6.2","5.8","0.93","36.3","2.3","20.8","0","nan","nan","nan","nan","nan","nan","nan","3","0","0","25.5","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","28.5","28.5","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","184","nan","nan","nan","nan","nan","0","3.04","nan","183","nan","nan","nan","nan","213","350","1.6","16","nan","nan","2.15","0","nan","28","nan","28","5","nan","nan","nan","0.346","0.057","1.3","1.22","2.52","nan","0.16","nan","0","76","0","76","76","3","0","0","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","87.9","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","10.91","nan","nan","nan","1.2","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","1.19","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","30.51","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","3.79","nan","nan","nan","0.41","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0.41","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","77","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","72","nan"
"F006281","31302","Oregano, dried","1096","756","9.9","9","1.44","4.3","7.9","42.5","0","nan","nan","nan","nan","nan","nan","nan","4.1","0","0","22.3","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","26.4","26.4","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1597","nan","nan","nan","nan","nan","0","36.8","nan","270","nan","nan","nan","nan","148","1260","4.5","25","nan","nan","2.69","0","nan","1007","nan","1007","168","nan","nan","nan","0.177","0.528","4.64","3.45","8.09","nan","1.04","nan","0","237","0","237","237","2","0","0","0","0","0","18.3","nan","nan","nan","nan","nan","nan","nan","18.26","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","42.66","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","19.69","nan","nan","nan","20.6","17.1","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","37.65","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1.46","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0.67","nan","nan","nan","0.7","0.58","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","1.29","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","141","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","203","nan"
"F006316","31302","Paprika, dry powder","1311","1032","11.2","14.1","2.26","12.9","7.7","34.9","0","nan","nan","nan","nan","nan","nan","nan","10.3","0","0","8.8","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","19.1","19.1","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","229","nan","nan","nan","nan","nan","0","21.14","nan","178","nan","nan","nan","nan","314","2280","6.3","68","nan","nan","4.33","0","nan","26162","nan","26162","4360","nan","nan","nan","0.33","1.23","10.06","1.19","11.25","nan","2.14","nan","0","49","0","49","49","1","0","0","0","0","0","29.1","nan","nan","nan","nan","nan","nan","nan","29.1","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","18.45","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","14.61","nan","nan","nan","63","3.9","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","66.95","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1.9","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1.51","nan","nan","nan","6.5","0.4","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","6.9","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","31","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","70","nan"
"F006618","31302","Pepper, black, ground","1156","953","12.5","10.4","1.66","3.3","4.5","25.3","0","0.2","0.2","0","0","0","0.2","nan","0.6","0","0","38","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","38.6","38.6","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","443","nan","nan","nan","nan","nan","6","9.71","nan","171","nan","nan","nan","nan","158","1329","4.9","20","nan","nan","1.19","0","nan","310","nan","310","52","nan","nan","nan","0.108","0.18","1.14","0.84","1.99","nan","0.29","nan","0","17","0","17","17","0","0","0","0","0","0","1","nan","nan","nan","nan","nan","nan","nan","1.04","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","44.49","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","23.62","nan","nan","nan","22.2","4.8","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","31.9","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1.39","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0.74","nan","nan","nan","0.69","0.15","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0.99","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","30","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","50","nan"
"F007715","31302","Rosemary, dried","1314","973","9.3","4.9","0.78","15.2","6.5","42.6","0","nan","nan","nan","nan","nan","nan","nan","19.6","0","0","0.8","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","20.4","20.4","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1280","nan","nan","nan","nan","nan","2.3","29.25","nan","220","nan","nan","nan","nan","70","955","4.6","50","nan","nan","3.23","0","nan","1880","nan","1880","313","nan","nan","nan","0.514","0.428","1","1.69","2.69","nan","1.74","nan","0","307","0","307","307","61","0","0","0","0","0","7.5","nan","nan","nan","nan","nan","nan","nan","7.48","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","57.93","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","23.9","nan","nan","nan","9.1","8.5","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","18.39","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","7.05","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","2.91","nan","nan","nan","1.11","1.03","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","2.24","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","128","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","100","nan"
"F007726","31302","Sage, dried","1320","998","8","10.6","1.7","12.8","8","40.3","0","nan","nan","nan","nan","nan","nan","nan","1.7","0","0","18.7","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","20.4","20.4","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1652","nan","nan","nan","nan","nan","1.8","28.12","nan","428","nan","nan","nan","nan","91","1070","3.7","11","nan","nan","4.7","0","nan","3485","nan","3485","581","nan","nan","nan","0.754","0.336","5.72","4.08","9.8","nan","2.69","nan","0","274","0","274","274","32","0","0","0","0","0","7.5","nan","nan","nan","nan","nan","nan","nan","7.48","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","68.95","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","17.54","nan","nan","nan","5","11.5","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","16.51","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","7.03","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1.79","nan","nan","nan","0.51","1.18","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","1.68","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","141","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","240","nan"
"F009160","31302","Thyme, dried, ground","1182","886","7.8","9.1","1.46","7.4","11.7","37","0","nan","nan","nan","nan","nan","nan","nan","1.7","0","0","25.2","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","26.9","26.9","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1890","nan","nan","nan","nan","nan","2.3","123.6","nan","220","nan","nan","nan","nan","201","814","4.6","55","nan","nan","6.18","0","nan","2264","nan","2264","377","nan","nan","nan","0.513","0.399","4.94","3.16","8.1","nan","0.55","nan","0","274","0","274","274","50","0","0","0","0","0","7.5","nan","nan","nan","nan","nan","nan","nan","7.48","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","62.19","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","10.71","nan","nan","nan","11.4","15.7","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","27.11","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","3.7","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0.64","nan","nan","nan","0.68","0.93","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","1.61","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","128","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","186","nan"
"F009335","31302","Turmeric, dried, ground","1219","1037","12.8","9.7","1.55","3.2","7.1","22.7","0","nan","nan","nan","nan","nan","nan","nan","3.2","0","0","41.2","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","44.4","44.4","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","168","nan","nan","nan","nan","nan","2.3","55","nan","208","nan","nan","nan","nan","299","2080","6.2","27","nan","nan","4.5","0","nan","0","nan","0","0","nan","nan","nan","0.058","0.15","1.35","2.89","4.24","nan","1.8","nan","0","20","0","20","20","1","0","0","0","0","0","4.4","nan","nan","nan","nan","nan","nan","nan","4.43","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","60.4","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","14.76","nan","nan","nan","22.1","2.8","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","24.84","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1.88","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0.46","nan","nan","nan","0.69","0.08","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0.77","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","110","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","170","nan"
"F007870","31301","Salt substitute, potassium chloride","0","0","0.2","0","0","0","99.8","0","0","0","0","0","0","0","nan","nan","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","34","nan","nan","nan","nan","nan","19.9","0","nan","1","nan","nan","nan","nan","3","50009","2.6","33","nan","nan","0.1","0","nan","0","nan","0","0","nan","nan","nan","0","0","0","0","0","nan","0","nan","0","0","0","0","0","0","0","0","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","0","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan"
"F007878","31301","Salt, table, iodised","0","0","0.2","0","0","0","99.8","0","0","0","0","0","0","0","nan","nan","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","34","0","61200","nan","nan","nan","4400","0","nan","1","0.054","nan","0.2","2","3","98","1.9","38168","nan","nan","0.1","0","nan","0","nan","0","0","nan","nan","nan","0","0","0","0","0","nan","0","nan","0","0","0","0","0","0","0","0","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","0","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan"
"F007879","31301","Salt, table, non-iodised","0","0","0.2","0","0","0","99.8","0","0","0","0","0","0","0","nan","nan","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","34","3.8","61200","nan","nan","nan","19.9","0","nan","1","nan","nan","0","5","3","17","2.6","38178","nan","nan","0.1","0","nan","0","nan","0","0","nan","nan","nan","0","0","0","0","0","nan","0","nan","0","0","0","0","0","0","0","0","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","0","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan"
"F008933","31303","Stock, dry powder or cube","900","900","3.6","11.3","1.81","8.9","55.4","0","0","0.1","0.1","4.1","0","0","nan","nan","4.3","2.8","2.8","18.2","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","22.5","22.5","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","71","nan","32100","nan","0","50","44","2.5","nan","25","0.49","nan","nan","nan","200","250","6","18400","130","nan","0.4","0","0","24","0","24","4","nan","nan","nan","0.13","0.14","3.1","1.56","4.66","0.44","0.1","5.3","0","14","0","14","14","0","0","0","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","0","nan","0","0","0","nan","0.3","nan","1.1","0","44.2","0.1","5.4","nan","0.4","nan","0","nan","0","51.5","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","35.97","nan","nan","nan","7.8","0.1","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","0","0","nan","nan","nan","nan","0","nan","0","7.86","0","nan","5.2","nan","0","0","0","nan","0.02","nan","0.09","0","3.76","0.01","0.46","nan","0.03","nan","0","nan","0","4.38","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","3.06","nan","nan","nan","0.66","0.01","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","0","nan","nan","nan","nan","0","0.67","0","nan","439.03","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","51","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","92","nan"
